Sentiment,Instagram Comment Text,Clean Instagram Comment Text,Normalized_Text,StopWords,Final
positive,"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",kasian anaknya jgn sampek anaknya rusak jugak kek emaknya yaa,kasihan anaknya jangan sampai anaknya rusak juga kayak emaknya ya,kasihan anaknya jangan anaknya rusak kayak emaknya,kasihan anaknya jangan anaknya rusak kayak emaknya
positive,Kalo pasangan cantik + ganteng suka deh liatnya?,kalo pasangan cantik ganteng suka deh liatnya,kalau pasangan cantik ganteng suka deh lihatnya,kalau pasangan cantik ganteng suka deh lihatnya,kalau pasangan cantik ganteng suka deh lihatnya
positive,"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih",wah akhirnya hamil lagi juga selamat ya mbak sandra semoga kehamilannya makin sehat saja makin fit dan semoga lancar di prosesi persalinannya nanti wah udah jadi calon ibu nih,wah akhirnya hamil lagi juga selamat ya kaka sandra semoga kehamilannya makin sehat saja makin fit dan semoga lancar di prosesi persalinannya nanti wah sudah jadi calon ibu nih,wah akhirnya hamil selamat kaka sandra semoga kehamilannya makin sehat makin fit semoga lancar prosesi persalinannya wah jadi calon ibu nih,wah akhirnya hamil selamat kaka sandra semoga kehamilannya makin sehat makin fit semoga lancar prosesi persalinannya wah jadi calon ibu nih
positive,ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw,ikutan happy sukak bgt sm nih couple salah satu pasangan sempurna menurut gw,ikutan happy suka banget sama nih pasangan salah satu pasangan sempurna menurut gue,ikutan happy suka banget sama nih pasangan salah satu pasangan sempurna gue,ikutan happy suka banget sama nih pasangan salah satu pasangan sempurna gue
positive,"Pernah lihat di infotainment sebelum nikah, wkt ditanya persiapannya jelang pernikahan, sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah, krn mereka suka anak kecil, bahkan mereka sdh prepare program2 yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak, but finally...congrats...semoga lancar dan sehat trs sampe lahiran ??????",pernah lihat di infotainment sebelum nikah wkt ditanya persiapannya jelang pernikahan sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah krn mereka suka anak kecil bahkan mereka sdh prepare program yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak but finally congrats semoga lancar dan sehat trs sampe lahiran,pernah lihat di infotainment sebelum nikah waktu ditanya persiapannya jelang pernikahan sandra dewi bilang kalo dia sama calon suaminya pengin banget cepat punya anak nanti habis menikah karena mereka suka anak kecil bahkan mereka sudah prepare program yang akan mereka lakukan kalo dalam waktu dekat belum dikasih anak tapi finally congrats semoga lancar dan sehat terus sampai lahiran,pernah lihat infotainment nikah waktu ditanya persiapannya jelang pernikahan sandra dewi bilang kalo sama calon suaminya pengin banget cepat punya anak habis menikah suka anak kecil bahkan prepare program lakukan kalo waktu dekat dikasih anak finally congrats semoga lancar sehat terus lahiran,pernah lihat infotainment nikah waktu ditanya persiapannya jelang pernikahan sandra dewi bilang kalo sama calon suaminya pengin banget cepat punya anak habis menikah suka anak kecil bahkan prepare program lakukan kalo waktu dekat dikasih anak finally congrats semoga lancar sehat terus lahiran
positive,Keluarga ter-humble ter-sempurna ter-sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ??????????,keluarga ter humble ter sempurna ter sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain,keluarga ter humble ter sempurna ter sederhana dan enggak pernah berlaga terlihat kayak dan enggak pnah manja pakai pesawat jet pribadi seperti yang lain lain,keluarga ter humble ter sempurna ter sederhana enggak pernah berlaga terlihat kayak enggak pnah manja pakai pesawat jet pribadi,keluarga ter humble ter sempurna ter sederhana enggak pernah berlaga terlihat kayak enggak pnah manja pakai pesawat jet pribadi
positive,"Bunda maia cantik semoga slalu sukses, sehat trs ya cantik wajahnya secantik hatinya",bunda maia cantik semoga slalu sukses sehat trs ya cantik wajahnya secantik hatinya,bunda maia cantik semoga selalu sukses sehat terus ya cantik wajahnya secantik hatinya,bunda maia cantik semoga selalu sukses sehat terus cantik wajahnya secantik hatinya,bunda maia cantik semoga selalu sukses sehat terus cantik wajahnya secantik hatinya
positive,"Artis yg gue kaguminn.. Nikah muda, ga neko2, syg keluarga syg suami,, mengutamakan anak2.. Ga puyeng ama dunia hiburan dan ke artisann.. Padahal tajirrr mampuss.. Plus ga alayy dan ga aneh2.. Salutt ama niaa.. Smiga slalu samawa.. Yaa nia and famzz???????????????????????????????",artis yg gue kaguminn nikah muda ga neko syg keluarga syg suami mengutamakan anak ga puyeng ama dunia hiburan dan ke artisann padahal tajir mampuss plus ga alayy dan ga aneh salutt ama niaa smiga slalu samawa yaa nia and famzz,artis yang saya kaguminn nikah muda enggak macam sayang keluarga sayang suami mengutamakan anak enggak puyeng sama dunia hiburan dan ke artisann padahal tajir mampuss plus enggak alayy dan enggak aneh salutt sama niaa smiga selalu samawa ya nia dan famzz,artis kaguminn nikah muda enggak macam sayang keluarga sayang suami mengutamakan anak enggak puyeng sama dunia hiburan artisann padahal tajir mampuss plus enggak alayy enggak aneh salutt sama niaa smiga selalu samawa nia famzz,artis kaguminn nikah muda enggak macam sayang keluarga sayang suami mengutamakan anak enggak puyeng sama dunia hiburan artisann padahal tajir mampuss plus enggak alayy enggak aneh salutt sama niaa smiga selalu samawa nia famzz
positive," <USERNAME> iya aku sih jujur bukan fans Nia, biasa aja sama dia, pas dia tenar banget sama sinteronnya juga aku biasa aja. Tapi makin ke sini kalau soal urusan keluarga, aku salut ama dia. Dia kan masih muda ya itungannya, sama aku cuma beda 2-3 t",username iya aku sih jujur bukan fans nia biasa aja sama dia pas dia tenar banget sama sinteronnya juga aku biasa aja tapi makin ke sini kalau soal urusan keluarga aku salut ama dia dia kan masih muda ya itungannya sama aku cuma beda t,username iya aku sih jujur bukan fan nia biasa saja sama dia ketika dia tenar banget sama sinteronnya juga aku biasa saja tapi makin ke sini kalau soal urusan keluarga aku salut sama dia dia akan masih muda ya itungannya sama aku cuma beda t,username iya aku sih jujur bukan fan nia biasa sama tenar banget sama sinteronnya aku biasa makin sini kalau soal urusan keluarga aku salut sama muda itungannya sama aku cuma beda t,username iya aku sih jujur bukan fan nia biasa sama tenar banget sama sinteronnya aku biasa makin sini kalau soal urusan keluarga aku salut sama muda itungannya sama aku cuma beda t
positive,Smnjk hbs nikah auranya keluarr bgt. Suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss.. sukak deh liatnya.,smnjk hbs nikah auranya keluarr bgt suaminya jg kliatan syg dan nia nya kliatan baik gt tulus sukak deh liatnya,smnjk habis nikah auranya keluarr banget suaminya juga kelihatan sayang dan nia nya kelihatan baik begitu tulus suka deh lihatnya,smnjk habis nikah auranya keluarr banget suaminya kelihatan sayang nia nya kelihatan baik tulus suka deh lihatnya,smnjk habis nikah auranya keluarr banget suaminya kelihatan sayang nia nya kelihatan baik tulus suka deh lihatnya
positive,Mngkin s mba nya marah2 krna ad kata2 yg ga enk dr yg komen..wajar lah kl dia marah..toh it kan cuma foto biasa aj.. Ko jadi malah mba nya yg d bully..sampe bawa2 fisik sgala.. Kan ga bgus.. Pinter2 lah kita mnyikapi medsos.. ????,mngkin s mba nya marah krna ad kata yg ga enk dr yg komen wajar lah kl dia marah toh it kan cuma foto biasa aj ko jadi malah mba nya yg d bully sampe bawa fisik sgala kan ga bgus pinter lah kita mnyikapi medsos,mungkin sih mbak nya marah karena ada kata yang enggak enak dokter yang komen wajar lah kalo dia marah toh itu akan cuma foto biasa saja kok jadi malah mbak nya yang ada bully sampai bawa fisik sgala akan enggak bagus pintar lah kita mnyikapi media sosial,mungkin sih mbak nya marah kata enggak enak dokter komen wajar lah kalo marah cuma foto biasa kok jadi malah mbak nya bully bawa fisik sgala enggak bagus pintar lah mnyikapi media sosial,mungkin sih mbak nya marah kata enggak enak dokter komen wajar lah kalo marah cuma foto biasa kok jadi malah mbak nya bully bawa fisik sgala enggak bagus pintar lah mnyikapi media sosial
positive,Cantik banget yak.. Punya anak cewe begini puyeng kali yak jagain nya ??????,cantik banget yak punya anak cewe begini puyeng kali yak jagain nya,cantik banget ya punya anak cewek begini puyeng kali ya menjaga nya,cantik banget punya anak cewek begini puyeng kali menjaga nya,cantik banget punya anak cewek begini puyeng kali menjaga nya
positive," <USERNAME> iya betul mba. Ariel gak ganteng. Tapi ariel punya kharisma yg menarik. Udah tua pun skrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar. Buktinya mama, dan tante saya makin tergila2 sama ariel dan sa",username iya betul mba ariel gak ganteng tapi ariel punya kharisma yg menarik udah tua pun skrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar buktinya mama dan tante saya makin tergila sama ariel dan sa,username iya benar mbak ariel enggak ganteng tapi ariel punya kharisma yang menarik sudah tua pun sekarang agak keriput wajahnya tetap saja kharisma nya sebagai lelaki kelihatan lebih terpancar buktinya mama dan tante saya makin tergila sama ariel dan sa,username iya benar mbak ariel enggak ganteng ariel punya kharisma menarik tua sekarang keriput wajahnya tetap kharisma nya lelaki kelihatan lebih terpancar buktinya mama tante makin tergila sama ariel sa,username iya benar mbak ariel enggak ganteng ariel punya kharisma menarik tua sekarang keriput wajahnya tetap kharisma nya lelaki kelihatan lebih terpancar buktinya mama tante makin tergila sama ariel sa
positive,"Jadi manusia Saling menghargailah, kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain. Ya sebaiknya tidak usah tulis. Pergunakan sosmed dengan smart ya guys!!",jadi manusia saling menghargailah kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain ya sebaiknya tidak usah tulis pergunakan sosmed dengan smart ya guys,jadi manusia saling menghargailah kalau tulisan yang ditulis itu tidak berguna bahkan menyakiti hati manusia lain ya sebaiknya tidak usah tulis pergunakan sosmed dengan pintar ya teman-teman,jadi manusia saling menghargailah kalau tulisan ditulis berguna bahkan menyakiti hati manusia sebaiknya usah tulis pergunakan sosmed pintar teman-teman,jadi manusia saling menghargailah kalau tulisan ditulis berguna bahkan menyakiti hati manusia sebaiknya usah tulis pergunakan sosmed pintar teman-teman
positive,entah kenapa kalo liat  <USERNAME> bergaya apapun ttp kliatan bagus... suka sama lgu nya.. sukses trus kak,entah kenapa kalo liat username bergaya apapun ttp kliatan bagus suka sama lgu nya sukses trus kak,entah kenapa kalau lihat username bergaya apapun tetap kelihatan bagus suka sama lagu nya sukses terus kak,entah kalau lihat username bergaya apapun tetap kelihatan bagus suka sama lagu nya sukses terus kak,entah kalau lihat username bergaya apapun tetap kelihatan bagus suka sama lagu nya sukses terus kak
positive,banyak bangat emasnya.jadi salpok diemasnya.tp sumpah lagunya dan music nya keren bngat.apalagi konsep mv nya ia ambil handel.kan keren menurut saya.kalo denada taro kutang diluar itu krn masih minim perestasi.tp kalo agnes itu hal wajar.prestasi dan dunia fashion kalo artis indonesia ia selalu unggul.krn ia berani meski gak cocok ia pake,banyak bangat emasnya jadi salpok diemasnya tp sumpah lagunya dan music nya keren bngat apalagi konsep mv nya ia ambil handel kan keren menurut saya kalo denada taro kutang diluar itu krn masih minim perestasi tp kalo agnes itu hal wajar prestasi dan dunia fashion kalo artis indonesia ia selalu unggul krn ia berani meski gak cocok ia pake,banyak banget emasnya jadi salpok diemasnya tapi sumpah lagunya dan musik nya keren bngat apalagi konsep mv nya ia ambil handel akan keren menurut saya kalau denada taro kutang diluar itu karena masih minim perestasi tapi kalau agnes itu hal wajar prestasi dan dunia fashion kalau artis indonesia ia selalu unggul karena ia berani meski enggak cocok ia pakai,banyak banget emasnya jadi salpok diemasnya sumpah lagunya musik nya keren bngat konsep mv nya ambil handel keren kalau denada taro kutang diluar minim perestasi kalau agnes wajar prestasi dunia fashion kalau artis indonesia selalu unggul berani meski enggak cocok pakai,banyak banget emasnya jadi salpok diemasnya sumpah lagunya musik nya keren bngat konsep mv nya ambil handel keren kalau denada taro kutang diluar minim perestasi kalau agnes wajar prestasi dunia fashion kalau artis indonesia selalu unggul berani meski enggak cocok pakai
positive,"Coba deh yang pada kritik2 itu bikin karya sendiri, siapa tau lebih bagus dari yang mereka kritik",coba deh yang pada kritik itu bikin karya sendiri siapa tau lebih bagus dari yang mereka kritik,coba deh yang pada kritik itu membuat karya sendiri siapa tahu lebih bagus dari yang mereka kritik,coba deh kritik membuat karya sendiri siapa tahu lebih bagus kritik,coba deh kritik membuat karya sendiri siapa tahu lebih bagus kritik
positive,"Pada protes kenapa sih??yang protes itu coba usaha deh..Jangan kira usaha dia pendek ya!!.Butuh waktu lama dia agar bisa go international.Jangan cuma protes,klau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international",pada protes kenapa sih yang protes itu coba usaha deh jangan kira usaha dia pendek ya butuh waktu lama dia agar bisa go international jangan cuma protes klau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international,pada protes kenapa sih yang protes itu coba usaha deh jangan kira usaha dia pendek ya butuh waktu lama dia agar bisa go international jangan cuma protes kalau pengin yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international,protes sih protes coba usaha deh jangan kira usaha pendek butuh waktu lama go international jangan cuma protes kalau pengin kalian inginkan kaliam sendiri cara sendiri kalian go international,protes sih protes coba usaha deh jangan kira usaha pendek butuh waktu lama go international jangan cuma protes kalau pengin kalian inginkan kaliam sendiri cara sendiri kalian go international
positive,"Keren, ga suka ma agnes, tp suka ma lagu ini, n jd suka jg ma y nyanyi, santai lagunya tp asyik",keren ga suka ma agnes tp suka ma lagu ini n jd suka jg ma y nyanyi santai lagunya tp asyik,keren enggak suka sama agnes tapi suka sama lagu ini dan jadi suka juga sama nya nyanyi santai lagunya tapi asyik,keren enggak suka sama agnes suka sama lagu jadi suka sama nya nyanyi santai lagunya asyik,keren enggak suka sama agnes suka sama lagu jadi suka sama nya nyanyi santai lagunya asyik
positive,"Bandingin lagu Go Internasional yang paling ngena di gue ini seru enak didenger....... Tapi tumben agnes gak memberikan bumbu Indonesianya kaya ada Batik"" gtu atau apa..",bandingin lagu go internasional yang paling ngena di gue ini seru enak didenger tapi tumben agnes gak memberikan bumbu indonesianya kaya ada batik gtu atau apa,bandingkan lagu go internasional yang paling ngena di saya ini seru enak didenger tapi tumben agnes enggak memberikan bumbu indonesianya kayak ada batik begitu atau apa,bandingkan lagu go internasional paling ngena seru enak didenger tumben agnes enggak memberikan bumbu indonesianya kayak batik apa,bandingkan lagu go internasional paling ngena seru enak didenger tumben agnes enggak memberikan bumbu indonesianya kayak batik apa
positive,"Nah ini baru keren, daripada mba mba superman wkwkwk",nah ini baru keren daripada mba mba superman wkwkwk,nah ini baru keren daripada mbak mbak superman wkwkwk,nah baru keren mbak mbak superman wkwkwk,nah baru keren mbak mbak superman wkwkwk
positive,"Sumpah gua suka bgt sama lagu dia yg ini, asik bgt di dengernyaa",sumpah gua suka bgt sama lagu dia yg ini asik bgt di dengernyaa,sumpah saya suka banget sama lagu dia yang ini asik banget di dengernyaa,sumpah suka banget sama lagu asik banget dengernyaa,sumpah suka banget sama lagu asik banget dengernyaa
positive,Enak banget mak lagu2 dialbumnya paling suka yg inih sm beautiful mistake,enak banget mak lagu dialbumnya paling suka yg inih sm beautiful mistake,enak banget ibu lagu dialbumnya paling suka yang ini sama beautiful mistake,enak banget ibu lagu dialbumnya paling suka sama beautiful mistake,enak banget ibu lagu dialbumnya paling suka sama beautiful mistake
positive,Mantap .gw suka bngt ama agnes.karena dy artis yg bertalenta .dan ke kayaan dy ga pernah dipamer ky artis ygblain.gw suka dy ga pernah pamer.keren bngt,mantap gw suka bngt ama agnes karena dy artis yg bertalenta dan ke kayaan dy ga pernah dipamer ky artis ygblain gw suka dy ga pernah pamer keren bngt,mantap gue suka banget sama agnes karena dia artis yang bertalenta dan ke kayaan dia enggak pernah dipamer kaya artis ygblain gue suka dia enggak pernah pamer keren banget,mantap gue suka banget sama agnes artis bertalenta kayaan enggak pernah dipamer kaya artis ygblain gue suka enggak pernah pamer keren banget,mantap gue suka banget sama agnes artis bertalenta kayaan enggak pernah dipamer kaya artis ygblain gue suka enggak pernah pamer keren banget
positive,enakk musik nyaa . apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,enakk musik nyaa apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,enakk musik nya apa lagi lhatt kak agnes nya dance kayak nya nyamaann dan enakk banget itu kaya nya,enakk musik nya apa lhatt kak agnes nya dance kayak nya nyamaann enakk banget kaya nya,enakk musik nya apa lhatt kak agnes nya dance kayak nya nyamaann enakk banget kaya nya
positive,"Asik bgts dancenya,apa lg lagunya mancappppp",asik bgts dancenya apa lg lagunya mancap,asik bgts dancenya apa lagi lagunya mancap,asik bgts dancenya apa lagunya mancap,asik bgts dancenya apa lagunya mancap
positive,Ganteng banget meski aura... Kenceng banget & diragukan.semoga langgeng mami..,ganteng banget meski aura kenceng banget diragukan semoga langgeng mami,ganteng banget meski aura kencang banget diragukan semoga langgeng mami,ganteng banget meski aura kencang banget diragukan semoga langgeng mami,ganteng banget meski aura kencang banget diragukan semoga langgeng mami
positive,"Mami depe cantik banget. Awet muda, ngga kalah sm penyanyi pendatang baru. Semoga samawa...  <USERNAME>",mami depe cantik banget awet muda ngga kalah sm penyanyi pendatang baru semoga samawa username,mami depe cantik banget awet muda enggak kalah sama penyanyi pendatang baru semoga samawa username,mami depe cantik banget awet muda enggak kalah sama penyanyi pendatang baru semoga samawa username,mami depe cantik banget awet muda enggak kalah sama penyanyi pendatang baru semoga samawa username
positive,Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami,ganteng yes mami cuco deh sama babang semoga langgeng ya unch lope mami,ganteng yes mami cocok deh sama babang semoga langgeng ya unch cinta mami,ganteng yes mami cocok deh sama babang semoga langgeng unch cinta mami,ganteng yes mami cocok deh sama babang semoga langgeng unch cinta mami
positive,Mbak dewi jadi lebih sabar keliahatannya... Keren semoga semakin langgeng,mbak dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng,kaka dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng,kaka dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng,kaka dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng
positive,Soal pasangan hidup ijk salut sih sama mami depe.. ga matre n neko2.. yg penting single n cocok doi mau diajak merit.. ga kyk tetangga sblh saking matrenya suami org di embat jg..,soal pasangan hidup ijk salut sih sama mami depe ga matre n neko yg penting single n cocok doi mau diajak merit ga kyk tetangga sblh saking matrenya suami org di embat jg,soal pasangan hidup ijk salut sih sama mami depe enggak matre dan macam yang penting single dan cocok doi mau diajak merit enggak kayak tetangga sebelah saking matrenya suami orang di embat juga,soal pasangan hidup ijk salut sih sama mami depe enggak matre macam penting single cocok doi mau diajak merit enggak kayak tetangga sebelah saking matrenya suami orang embat,soal pasangan hidup ijk salut sih sama mami depe enggak matre macam penting single cocok doi mau diajak merit enggak kayak tetangga sebelah saking matrenya suami orang embat
positive,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,mau duda mau singgel itu enggak masalah yang penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat selalu dalam berkarya,mau duda mau singgel enggak masalah penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat selalu berkarya,mau duda mau singgel enggak masalah penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat selalu berkarya
positive,Muantepp ganteng...selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem...??????,muantepp ganteng selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem,muantepp ganteng selamat menempuh hidup baru moga langgeng rumah tanggax bahagia dan selladem ayem,muantepp ganteng selamat menempuh hidup baru moga langgeng rumah tanggax bahagia selladem ayem,muantepp ganteng selamat menempuh hidup baru moga langgeng rumah tanggax bahagia selladem ayem
positive,"Mb depe langgeng yo karo masny.mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe2 blng jdi pembntuny gapapala ktny,pgn bgt ktmu mb depe ibuku kami dijambi mb",mb depe langgeng yo karo masny mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktny pgn bgt ktmu mb depe ibuku kami dijambi mb,mbak depe langgeng ya karo masny mbak ibuku fan banget sama mbak depe dari mbak sama mas saiful dulu sampai bilang jadi pembntuny gapapala katanya pengin banget ketemu mbak depe ibuku kami dijambi mbak,mbak depe langgeng karo masny mbak ibuku fan banget sama mbak depe mbak sama mas saiful dulu bilang jadi pembntuny gapapala katanya pengin banget ketemu mbak depe ibuku dijambi mbak,mbak depe langgeng karo masny mbak ibuku fan banget sama mbak depe mbak sama mas saiful dulu bilang jadi pembntuny gapapala katanya pengin banget ketemu mbak depe ibuku dijambi mbak
positive,Jangan di dengar kata 2 yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,jangan di dengar kata yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,jangan di dengar kata yang menyakitkan hati lebih baik tenang menjalani saja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju terus dan sukses bersama pasangan mu,jangan dengar kata menyakitkan hati lebih baik tenang menjalani pilihan andah sendiri bahagia biasanya kata hatimu maju terus sukses bersama pasangan mu,jangan dengar kata menyakitkan hati lebih baik tenang menjalani pilihan andah sendiri bahagia biasanya kata hatimu maju terus sukses bersama pasangan mu
positive,"Cakep,ganteng pacarnya dewi persik,udah ini aja jgn ganti lg yaa dewi",cakep ganteng pacarnya dewi persik udah ini aja jgn ganti lg yaa dewi,cakep ganteng pacarnya dewi persik sudah ini saja jangan ganti lagi ya dewi,cakep ganteng pacarnya dewi persik jangan ganti dewi,cakep ganteng pacarnya dewi persik jangan ganti dewi
positive,"Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??",beruntungnya bella orang jadi fokus ama komen lakinya coba kalo ngga pasti model bajunya yang diceramahin ama netizen,beruntungnya bella manusia jadi fokus sama komen lakinya coba kalau enggak pasti model bajunya yang diceramahin sama netizen,beruntungnya bella manusia jadi fokus sama komen lakinya coba kalau enggak model bajunya diceramahin sama netizen,beruntungnya bella manusia jadi fokus sama komen lakinya coba kalau enggak model bajunya diceramahin sama netizen
positive,Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.,beginilah pasangan suami istri yg normal romantisme hanya dia dan istri yg tau ga perlu diumbar tp dijaga yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya,beginilah pasangan suami istri yang normal romantisme hanya dia dan istri yang tahu enggak perlu diumbar tapi dijaga yang suka umbar kemesraan iti kebanyakan menutupi kenyataan yang sebenarnya,beginilah pasangan suami istri normal romantisme istri tahu enggak perlu diumbar dijaga suka umbar kemesraan iti kebanyakan menutupi kenyataan sebenarnya,beginilah pasangan suami istri normal romantisme istri tahu enggak perlu diumbar dijaga suka umbar kemesraan iti kebanyakan menutupi kenyataan sebenarnya
positive,"Naksir Ama ceweknya, kyanya lembut banget Kya bolu ??",naksir ama ceweknya kyanya lembut banget kya bolu,menaksir sama ceweknya kayanya lembut banget kaya bolu,menaksir sama ceweknya kayanya lembut banget kaya bolu,menaksir sama ceweknya kayanya lembut banget kaya bolu
positive,Cewex luar biasa cntik... Cowox.. Mmmmhh hehe,cewex luar biasa cntik cowox mmhh hehe,cewex luar biasa cantik cowox mmhh hehe,cewex luar biasa cantik cowox mmhh hehe,cewex luar biasa cantik cowox mmhh hehe
positive,"Cewenya cantikk, the power of tajir ??",cewenya cantikk the power of tajir,cewenya cantik the power of tajir,cewenya cantik the power of tajir,cewenya cantik the power of tajir
positive,Alhamdulillah lebih ganteng babang Emran ya  <USERNAME> ??,alhamdulillah lebih ganteng babang emran ya username,alhamdulillah lebih ganteng babang emran ya username,alhamdulillah lebih ganteng babang emran username,alhamdulillah lebih ganteng babang emran username
positive,"Alhamdulillah  <USERNAME> gak jadi sama yg ini... engku emran masyaallah ganteng, anteng, sabar, sholeh, penyanyang, senyumnya cute.. baper dech",alhamdulillah username gak jadi sama yg ini engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute baper dech,alhamdulillah username enggak jadi sama yang ini engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute bawa perasaan deh,alhamdulillah username enggak jadi sama engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute bawa perasaan deh,alhamdulillah username enggak jadi sama engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute bawa perasaan deh
positive,Cantik manis cewe nya .. cocok ajalah,cantik manis cewe nya cocok ajalah,cantik manis cewek nya cocok ajalah,cantik manis cewek nya cocok ajalah,cantik manis cewek nya cocok ajalah
positive,"Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd.",cewenya manis cakepan yg skrg dr yg kmrn ga jd,cewenya manis cakepan yang sekarang dokter yang kemarin enggak jadi,cewenya manis cakepan sekarang dokter kemarin enggak jadi,cewenya manis cakepan sekarang dokter kemarin enggak jadi
positive,yg ini lbh cantik sih. hebat jg ni lakik ciwik nya cakep2 lho..,yg ini lbh cantik sih hebat jg ni lakik ciwik nya cakep lho,yang ini lebih cantik sih hebat juga nih laki ciwik nya cakep lho,lebih cantik sih hebat nih laki ciwik nya cakep lho,lebih cantik sih hebat nih laki ciwik nya cakep lho
positive,Semoga betul klo sma yg ini mh....klo bella mh udah dapet yg amat sangat pas lah????,semoga betul klo sma yg ini mh klo bella mh udah dapet yg amat sangat pas lah,semoga benar kalo sama yang ini mah kalo bella mah sudah dapat yang amat sangat ketika lah,semoga benar kalo sama mah kalo bella mah sangat lah,semoga benar kalo sama mah kalo bella mah sangat lah
positive,"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????",semoga ga putus lagi ya ka bella udah bahagia banget tuh ga malu,semoga enggak putus lagi ya kak bella sudah bahagia banget itu enggak malu,semoga enggak putus kak bella bahagia banget enggak malu,semoga enggak putus kak bella bahagia banget enggak malu
positive,Yaampun cantiikk bangett aslii! Angguunn ??,yaampun cantiikk bangett aslii angguunn,yaampun cantik banget aslii angguunn,yaampun cantik banget aslii angguunn,yaampun cantik banget aslii angguunn
positive, <USERNAME> euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe,username euum setuju sekali emang cantikan ini dari pada yang sebelumnya lebih wow terbaik terpelihara hehe,username euum setuju sekali memang cantikan ini dari pada yang sebelumnya lebih wow terbaik terpelihara hehe,username euum setuju sekali memang cantikan sebelumnya lebih wow terbaik terpelihara hehe,username euum setuju sekali memang cantikan sebelumnya lebih wow terbaik terpelihara hehe
positive,"Cantiik, senyumnya mirip Maudy Kusnaedi",cantiik senyumnya mirip maudy kusnaedi,cantik senyumnya mirip maudy kusnaedi,cantik senyumnya mirip maudy kusnaedi,cantik senyumnya mirip maudy kusnaedi
